% Model:              kaiguan.mph
% Version:            COMSOL 6.3.0.290
% Date:               Apr 3 2025, 22:05
% Dimension:          3
% Nodes:              78141
% Expressions:        4
% Description:        电场，x 分量, 电场，y 分量, 电场，z 分量, 电场模
% Length unit:        m
% x,y,z,esbe.Ex (V/m) @ freq=50,esbe.Ey (V/m) @ freq=50,esbe.Ez (V/m) @ freq=50,esbe.normE (V/m) @ freq=50
1,4.6,2.3,202.40908147075822,933.4787374723282,-416.8120342842941,1042.153665012497
1.1,4.6,2.3,218.5524165721949,916.1508919022483,-415.01993807228473,1029.2420339844048
1.2,4.6,2.3,233.64619845584366,897.6898341789404,-413.06417041941995,1015.4110464857887
1.3,4.6,2.3,247.65098322287315,878.2147758421602,-410.94027116354744,1000.7317864756377
1.4,4.6,2.3,260.5381763281768,857.8468556134962,-408.6438357465004,985.2771962772648
1.5,4.6,2.3,272.2896989532129,836.707646716141,-406.17082258571213,969.1213047649132
1.6,4.6,2.3,282.89751386236276,814.9177581527765,-403.51783351578456,952.3384891242846
1.7,4.6,2.3,292.36304202146266,792.5955554507161,-400.6823490756922,935.0027848734396
1.8,4.6,2.3,300.6964971220598,769.8560206507809,-397.6629093013996,917.1872575149448
1.9,4.6,2.3,307.9161591609352,746.8097647290174,-394.4592395924534,898.9634461238617
2,4.6,2.3,314.0476023759825,723.5621988575176,-391.0723276918335,880.4008846315057
2.1,4.6,2.3,319.1228887300156,700.2128645970809,-387.504460544538,861.566701306726
2.2,4.6,2.3,323.17973652997216,676.854917805925,-383.7592289316675,842.5252919953654
2.3,4.6,2.3,326.26067448335857,653.5747570615056,-379.84150464979064,823.3380590237275
2.4,4.6,2.3,328.4121935836456,630.4517847926247,-375.7573914784673,804.06320590693
2.5,4.6,2.3,329.6839114182957,607.5582879530318,-371.51414888503587,784.7555782090742
2.6,4.6,2.3,330.1277647151271,584.9594246391478,-367.1200872348079,765.4665426792095
2.7,4.6,2.3,329.79724561261344,562.7133032209786,-362.5844351780661,746.2438994517333
2.8,4.6,2.3,328.74669528461845,540.8711410158876,-357.9171831254449,727.1318249264292
2.9,4.6,2.3,327.0306656148655,519.4774900877032,-353.1289102100949,708.170845337826
3,4.6,2.3,324.70335615320676,498.5705183098196,-348.2306048156805,689.3978425808809
3.1,4.6,2.3,321.8696987847095,478.1241737384862,-343.328806377691,670.878154211031
3.2,4.6,2.3,318.44234704825817,458.09400957083767,-338.91877086168495,652.779888814511
3.3,4.6,2.3,314.6171663288824,438.79792985774634,-334.16362691265465,634.9747350467411
3.4,4.6,2.3,310.387442797698,420.1864412573723,-329.0838183859155,617.4084301226244
3.5,4.6,2.3,305.77870922532236,402.21547015497936,-323.72578907897946,600.0635716007956
3.6,4.6,2.3,300.83645562216145,384.84916440021516,-318.15639408337154,582.9536374935678
3.7,4.6,2.3,295.61433231266426,368.0614477863214,-312.4540712550513,566.1136011959808
3.8,4.6,2.3,290.16463501180476,351.8362271503361,-306.69840563252603,549.5890811910753
3.9,4.6,2.3,284.5321803698678,336.1663428594254,-300.9600332164961,533.4260148616546
4,4.6,2.3,278.75187062047974,321.05152099996474,-295.29272092338795,517.6625112379159
4.1,4.6,2.3,272.84947782360325,306.49570255077504,-289.7289456037133,502.3239145724058
4.2,4.6,2.3,266.8446069114964,292.50417509053557,-284.2795043554047,487.4213508656553
4.3,4.6,2.3,260.75452688981,279.0809132037483,-278.93682190169585,472.9533063852976
4.4,4.6,2.3,254.59762025991233,266.2264543017768,-273.68089367697235,458.9092554916852
4.5,4.6,2.3,248.3955397331024,253.93651640860162,-268.48638186536044,445.27411307214726
4.6,4.6,2.3,242.1736614710984,242.2014283106006,-263.3293384173774,432.0323537159536
4.7,4.6,2.3,235.95993891763123,231.00631535875095,-258.1923296219161,419.1709550830438
4.8,4.6,2.3,229.7826583034622,220.33188656847915,-253.06726130657546,406.6807704343068
4.9,4.6,2.3,223.66779414324947,210.1556126852662,-247.95579220972593,394.5563819916989
5,4.6,2.3,217.63664630779567,200.45307297683974,-242.86772652001986,382.7948234589464
5.1,4.6,2.3,211.70425666777624,191.1992741094133,-237.8180962277383,371.39372854776104
5.2,4.6,2.3,205.8788361609486,182.36979487730173,-232.82374783853356,360.34946207835094
5.3,4.6,2.3,200.16216982426477,173.94167087971516,-227.90016431545354,349.6556648936145
5.4,4.6,2.3,194.550772823006,165.89399012481726,-223.0590474204859,339.3024577006427
5.5,4.6,2.3,189.03747432460273,158.2082148052151,-218.3069335358727,329.27636289401926
5.6,4.6,2.3,183.61310378803876,150.86827209437956,-213.64488092386836,319.56085891797625
5.7,4.6,2.3,178.26801894932066,143.86046832732598,-209.069087512124,310.1373958113163
5.8,4.6,2.3,172.99331160321765,137.1732800004736,-204.57218970613016,300.98666981562025
5.9,4.6,2.3,167.78162532420333,130.7970665745139,-200.14494940696983,292.0899642131644
6,4.6,2.3,162.62759814811523,124.72373875322273,-195.7780432477674,283.4303951694872
0,4.7,2.3,-0.5983951295735245,959.5231247219522,-418.71620425349454,1046.9041239088535
0.1,4.7,2.3,19.869478273905912,957.9816125321065,-419.4247454036931,1045.9639970732478
0.2,4.7,2.3,40.133190531097625,955.1095111169514,-419.5701850987547,1043.975091384881
0.3,4.7,2.3,60.137503489459505,950.8230023110486,-419.21985581594686,1040.877604985372
0.4,4.7,2.3,79.81709093646563,945.051441334354,-418.45689985841545,1036.6287531285325
0.5,4.7,2.3,99.09610689868856,937.7458051854042,-417.3711607629739,1031.2060508850452
0.6,4.7,2.3,117.88964074448924,928.8856864899992,-416.0498214310329,1024.6092132484737
0.7,4.7,2.3,136.1068485931197,918.4837379611693,-414.5686416855384,1016.8601721977632
0.8,4.7,2.3,153.65532824129548,906.5868146186942,-412.9847086731961,1008.0009831023458
0.9,4.7,2.3,170.44611664133464,893.2735697158782,-411.33157220952137,998.0897811957681
1,4.7,2.3,186.39857915302872,878.6488419047046,-409.6174557991992,987.195359483702
1.1,4.7,2.3,201.44446491402897,862.8357080551884,-407.82690263669974,975.391262034801
1.2,4.7,2.3,215.53053828521996,845.9664554335127,-405.92576063023284,962.7504244587437
1.3,4.7,2.3,228.619449315361,828.1738683762917,-403.86889324703077,949.3412936342713
1.4,4.7,2.3,240.68883494086157,809.5841004956883,-401.609512184265,935.2260322069127
1.5,4.7,2.3,251.72898446750258,790.3120449937585,-399.10866302539057,920.4609361538226
1.6,4.7,2.3,261.7396860436389,770.459604157275,-396.3432473112126,905.0986877559841
1.7,4.7,2.3,270.7270289123436,750.1167051854584,-393.31109626220666,889.1916632678085
1.8,4.7,2.3,278.7009225785531,729.3644263729796,-390.0320381651601,872.7953147787808
1.9,4.7,2.3,285.6738946559751,708.2792755082844,-386.5445792766973,855.9706875650896
2,4.7,2.3,291.6613718025999,686.937550208811,-382.89864155628936,838.785385777738
2.1,4.7,2.3,296.6832043406074,665.4188089348829,-379.1456143857404,821.3126761045816
2.2,4.7,2.3,300.76577176826015,643.8077498611351,-375.3276038131405,803.6288188167027
2.3,4.7,2.3,303.9437247966407,622.1941622956606,-371.46804108790957,785.8090537705351
2.4,4.7,2.3,306.26038439458307,600.6710017328498,-367.56564293620977,767.9228979782881
2.5,4.7,2.3,307.7660828083965,579.3309728255019,-363.59309707795967,750.0295181157271
2.6,4.7,2.3,308.5142705592216,558.26223356845,-359.50088777993915,732.173930758319
2.7,4.7,2.3,308.55591592515475,537.5439348340863,-355.2255838665242,714.3846656827374
2.8,4.7,2.3,307.9334106226846,517.2422843254349,-350.70094149058775,696.673321173057
2.9,4.7,2.3,306.6756637816692,497.40769572460886,-345.8695652242742,679.0361806784827
3,4.7,2.3,304.7961445953657,478.0733873956515,-340.69277821987475,661.4578010934096
3.1,4.7,2.3,302.2537048838477,458.76595712252947,-335.5193248207214,643.7365321765694
3.2,4.7,2.3,299.47931003015344,439.99348342063786,-331.0325996163905,626.7892026810524
3.3,4.7,2.3,296.25389777865917,421.89255893728796,-326.2861037978023,610.1002579636001
3.4,4.7,2.3,292.5849127094457,404.4190151438197,-321.28225795822317,593.6185309050124
3.5,4.7,2.3,288.5116846894151,387.5321149845215,-316.0513632529172,577.3288461186816
3.6,4.7,2.3,284.09209806410183,371.1975004016713,-310.64689339398774,561.2462889518715
3.7,4.7,2.3,279.38998122583564,355.38910453387734,-305.13708492622465,545.4070203325568
3.8,4.7,2.3,274.4650471316702,340.08987191968276,-299.5944408162479,529.8575393889724
3.9,4.7,2.3,269.3665156372648,325.2912995669906,-294.08514479117747,514.6443643015925
4,4.7,2.3,264.13071792341543,310.9919703521176,-288.66033556507045,499.8057933865616
4.1,4.7,2.3,258.782192036365,297.19537263126335,-283.3507205078377,485.3668130815006
4.2,4.7,2.3,253.33718284325766,283.90736910956093,-278.165237509524,471.3374818581698
4.3,4.7,2.3,247.80816676306154,271.13368718189645,-273.09359831607173,457.7144058040338
4.4,4.7,2.3,242.20806471507592,258.87775596491076,-268.1117816184793,444.4843828404834
4.5,4.7,2.3,236.55313810882535,247.13912501032917,-263.18906151413506,431.6290263185451
4.6,4.7,2.3,230.86406871230702,235.91258540010529,-258.2950399650291,419.1292090073165
4.7,4.7,2.3,225.1652581639255,225.1879971599202,-253.4053808266862,406.96844420770674
4.8,4.7,2.3,219.482811420149,214.95072748867665,-248.50541328350545,395.13473675192097
4.9,4.7,2.3,213.8419024391642,205.18253646998767,-243.59133575557422,383.6208693048955
5,4.7,2.3,208.26423784447854,195.8627170960233,-238.66926313726447,372.4234335801967
5.1,4.7,2.3,202.76617510918686,186.969302680802,-233.75271793989413,361.54111115838884
5.2,4.7,2.3,197.3577948895612,178.48018846083346,-228.85932655148042,350.97274570297037
5.3,4.7,2.3,192.04295952632947,170.37406310591166,-224.00745883452598,340.7156604800408
5.4,4.7,2.3,186.82017968831667,162.63109751037314,-219.21339428950742,330.7645169182004
5.5,4.7,2.3,181.68399367941868,155.23338274790285,-214.48937716792398,321.1108369341401
5.6,4.7,2.3,176.62654041905012,148.16514076384897,-209.8426964565379,311.74316508004506
5.7,4.7,2.3,171.63905503818012,141.41274884889333,-205.27573669484002,302.64774710380533
5.8,4.7,2.3,166.71310277897066,134.96462409844412,-200.78681295391925,293.80955166981573
5.9,4.7,2.3,161.84146166060452,128.81101064266568,-196.37153100986973,285.213452288608
6,4.7,2.3,157.01864536334506,122.94370453343106,-192.02439360371432,276.84540309533355
0,4.8,2.3,-0.5382987712059167,900.8102223943463,-410.3993474879296,989.8924037258984
0.1,4.8,2.3,18.26361847976534,899.682729326476,-411.0400008923549,989.300993399834
0.2,4.8,2.3,36.888750106261796,897.2968484618943,-411.12671138286964,987.6880008163223
0.3,4.8,2.3,55.289008669095,893.5693657498321,-410.7281896004454,984.9978333065651
0.4,4.8,2.3,73.40567174604135,888.4332530307518,-409.9274755162173,981.1944623357748
0.5,4.8,2.3,91.16929918270495,881.8455347187255,-408.81349022171526,976.2642357497692
0.6,4.8,2.3,108.50149672186134,873.7932885427858,-407.4723325855381,970.2169797091781
0.7,4.8,2.3,125.31825809223608,864.29680388982,-405.97906384463465,963.0849553936538
0.8,4.8,2.3,141.5344103399674,853.4093168923837,-404.390805827098,954.9195648359588
0.9,4.8,2.3,157.06852033637404,841.2132781376902,-402.7419734401516,945.7861262284854
1,4.8,2.3,171.84753590913965,827.8136851798665,-401.0423250909612,935.7574576157426
1.1,4.8,2.3,185.81046623149234,813.3295093464326,-399.27822813404407,924.9073054078095
1.2,4.8,2.3,198.91056447891106,797.8845581408141,-397.4171190590955,913.3047395596458
1.3,4.8,2.3,211.11574393050796,781.5991735444884,-395.4146461232723,901.0104704106117
1.4,4.8,2.3,222.40729146001541,764.5839616398787,-393.2235008171946,888.0756495290489
1.5,4.8,2.3,232.77727515532024,746.9363275030926,-390.80257291630664,874.5431882820584
1.6,4.8,2.3,242.22530464167806,728.7400440427148,-388.124894617957,860.4510932193252
1.7,4.8,2.3,250.75543073471113,710.0675291099512,-385.1829377130563,845.8369094834549
1.8,4.8,2.3,258.37392457011003,690.9840511277876,-381.9902130148846,830.7421782056614
1.9,4.8,2.3,265.0884482956642,671.5528098584589,-378.57875374675314,815.2158822281611
2,4.8,2.3,270.908753783502,651.8397819692118,-374.99284374655747,799.3161371418256
2.1,4.8,2.3,275.8485981270318,631.917369871629,-371.2801275078689,783.1097908444161
2.2,4.8,2.3,279.92815237735283,611.8661967303849,-367.48184031907215,766.670017777529
2.3,4.8,2.3,283.17592140688726,591.774776674456,-363.6241678944982,750.0723460105086
2.4,4.8,2.3,285.62918675789456,571.7371779723619,-359.7125903803387,733.3897876858593
2.5,4.8,2.3,287.3322770274216,551.8491204884485,-355.7304842559149,716.6878446259465
2.6,4.8,2.3,288.3325303416799,532.2031619002307,-351.64235421533755,700.0201417587525
2.7,4.8,2.3,288.6745256642288,512.8837115601657,-347.40104444752757,683.4253207442871
2.8,4.8,2.3,288.39384445394023,493.96257302805884,-342.9573802137984,666.9256313222155
2.9,4.8,2.3,287.5120802861104,475.4955812567837,-338.2701433690192,650.527427554035
3,4.8,2.3,286.0348746868218,457.5207036810407,-333.3142329513744,634.2235581574241
3.1,4.8,2.3,283.9778666912206,440.3314984213887,-327.9025501217509,618.1062527178232
3.2,4.8,2.3,281.7640077505073,422.71440447981604,-323.39215178496875,602.2133406480345
3.3,4.8,2.3,279.0643447093754,405.7142355652147,-318.6979689904563,586.5571965861313
3.4,4.8,2.3,275.89719024162935,389.2931756924322,-313.8042948390088,571.0880594823641
3.5,4.8,2.3,272.31188943174027,373.41445025888606,-308.7248394325961,555.7905570183004
3.6,4.8,2.3,268.3748811842279,358.0453413669982,-303.4990431623288,540.6784742577679
3.7,4.8,2.3,264.1566540190548,343.159439608972,-298.18430418859435,525.7860954035609
3.8,4.8,2.3,259.721426907873,328.73791939657565,-292.84567832473135,511.1579311306077
3.9,4.8,2.3,255.12068445084924,314.7697642866075,-287.5450498936775,496.8387302355501
4,4.8,2.3,250.39086413855068,301.2510114484304,-282.33178443184136,482.8653986808542
4.1,4.8,2.3,245.55469808437715,288.18320823497027,-277.23645892517516,469.26189427363505
4.2,4.8,2.3,240.62510623331514,275.5713611558049,-272.2685330679476,456.0374665946092
4.3,4.8,2.3,235.6102300206063,263.4216977082217,-267.4179638180243,443.1879270540014
4.4,4.8,2.3,230.51822105393308,251.73955186540536,-262.659985344515,430.6991062359497
4.5,4.8,2.3,225.36071615281548,240.52763002949655,-257.96174988809526,418.55137987807956
4.6,4.8,2.3,220.1544300709445,229.78482837896047,-253.2893430565398,406.72414698296956
4.7,4.8,2.3,214.92083875201672,219.5056718343335,-248.61384346149947,395.19938013363765
4.8,4.8,2.3,209.6843741730969,209.68034766996038,-243.91550290465705,383.9637450705347
4.9,4.8,2.3,204.4698149021052,200.29522902843314,-239.1856454544855,373.00919153438093
5,4.8,2.3,199.2996055527292,191.33373561173062,-234.42638545964212,362.33225271328774
5.1,4.8,2.3,194.1917055657068,182.77736375683924,-229.6486429431882,351.9324969622243
5.2,4.8,2.3,189.15832612071642,174.60673208899811,-224.8691388537615,341.81063886371754
5.3,4.8,2.3,184.20564804773574,166.80252310426818,-220.10708284842372,331.96676099675864
5.4,4.8,2.3,179.33439312087148,159.34624442593918,-215.38116076654183,322.39896802227105
5.5,4.8,2.3,174.54098553355698,152.2207760308786,-210.70724360262477,313.10263939015925
5.6,4.8,2.3,169.81899656960923,145.4107042983352,-206.0970300204319,304.07030486992585
5.7,4.8,2.3,165.16059585857147,138.90246686606974,-201.55764319535518,295.2920609435751
5.8,4.8,2.3,160.5578075186819,132.68434393148436,-197.0920557214708,286.7563828552904
5.9,4.8,2.3,156.003459025663,126.74633405061036,-192.70012306972276,278.4511624222943
6,4.8,2.3,151.4917921062563,121.07994892569366,-188.37996453010723,270.3648056677833
0,4.9,2.3,-0.5221815884191581,846.7176756291781,-401.73026703252447,937.1863754592854
0.1,4.9,2.3,16.778385350470316,845.8857870816782,-402.30964858168136,936.8336737882959
0.2,4.9,2.3,33.92495320307789,843.8634120432766,-402.3467640963413,935.4887916025231
0.3,4.9,2.3,50.87604099172586,840.5710406256856,-401.90987544710424,933.1021347459487
0.4,4.9,2.3,67.57920552150713,835.9475538963245,-401.0803843186203,929.6454897267769
0.5,4.9,2.3,83.97119137170259,829.9573599965308,-399.94509508680756,925.1142953585734
0.6,4.9,2.3,99.97988142384642,822.5953764671631,-398.5881959314214,919.5279658664793
0.7,4.9,2.3,115.52773955115822,813.8890111629221,-397.08359952692194,912.9279084959645
0.8,4.9,2.3,130.53624389370947,803.8967217760105,-395.48838721812274,905.373246057385
0.9,4.9,2.3,144.93066090712279,792.7032768579768,-393.83812765387825,896.9346979609285
1,4.9,2.3,158.6444465655219,780.4123948087899,-392.1447436429976,887.6874823743453
1.1,4.9,2.3,171.6226119571615,767.1378860439279,-390.39735595156174,877.7043651896208
1.2,4.9,2.3,183.82356411797593,752.9946698409442,-388.56615272651675,867.0500161920274
1.3,4.9,2.3,195.2192086531968,738.0910269334524,-386.6088693551899,855.7776120762667
1.4,4.9,2.3,205.79343098640715,722.5231848339042,-384.47899764780254,843.9281891795914
1.5,4.9,2.3,215.5393928064501,706.3728741014352,-382.1344722871635,831.5326945032793
1.6,4.9,2.3,224.45632023402618,689.7079393140064,-379.5453986551057,818.6161437975896
1.7,4.9,2.3,232.54656170292856,672.5855523224616,-376.69945535969896,805.2028987907697
1.8,4.9,2.3,239.81362161059565,655.0571596781815,-373.6039481107705,791.321910223388
1.9,4.9,2.3,246.2616295326652,637.1740699982586,-370.2840730198816,777.0108624661707
2,4.9,2.3,251.89632302124141,618.9925749361066,-366.7776721068236,762.3184545409837
2.1,4.9,2.3,256.727182116102,600.5776792350082,-363.12748991004025,747.3044685808784
2.2,4.9,2.3,260.7699613131299,582.0048361617535,-359.37250486489927,732.0377034632799
2.3,4.9,2.3,264.0486329019749,563.3594707335917,-355.5401662352774,716.5922017502305
2.4,4.9,2.3,266.595775679495,544.734449504461,-351.6412276721124,701.0424245977059
2.5,4.9,2.3,268.45075388432997,526.2259606383348,-347.66833224058166,685.45812283009
2.6,4.9,2.3,269.6555963183581,507.92846264312084,-343.5986730184867,669.8996282196897
2.7,4.9,2.3,270.2491888061385,489.9294310726143,-339.4001159756061,654.4141732922403
2.8,4.9,2.3,270.2610580344847,472.3045890755054,-335.039357816952,639.0336733209735
2.9,4.9,2.3,269.7064567837533,455.11417552768876,-330.4902115088213,623.774210351983
3,4.9,2.3,268.5845007920233,438.4006177473,-325.74009619007563,608.637286052074
3.1,4.9,2.3,266.91155723200484,422.6826717533793,-320.46083880685296,593.7992670872713
3.2,4.9,2.3,265.1731601751918,406.13390887812466,-315.9697886560437,578.8768989701246
3.3,4.9,2.3,262.9314750907241,390.15278550725293,-311.3629263656718,564.1799611360256
3.4,4.9,2.3,260.2124648111087,374.7088844558998,-306.6068202872323,549.6590008176929
3.5,4.9,2.3,257.0718434117405,359.7702060838178,-301.6985115566888,535.2966707688594
3.6,4.9,2.3,253.58094882416276,345.30615674580145,-296.6629499538451,521.1032003053102
3.7,4.9,2.3,249.8136293667718,331.2900881034948,-291.54605252866634,507.10854127895345
3.8,4.9,2.3,245.83593520779596,317.70112220187525,-286.40485147814707,493.352864629407
3.9,4.9,2.3,241.6997189443473,304.52509986118366,-281.29668346655006,479.877187114079
4,4.9,2.3,237.4404360368453,291.75461106864066,-276.2694423630818,466.71567204111454
4.1,4.9,2.3,233.07865500763114,279.3881872724828,-271.35456371938585,453.8906452648132
4.2,4.9,2.3,228.6241871792247,267.428839051164,-266.5637314962688,441.41072242168
4.3,4.9,2.3,224.0814312322799,255.8821939250571,-261.88947144480665,429.27180229389364
4.4,4.9,2.3,219.45453706904777,244.7545187539704,-257.30902164161563,417.4601788300809
4.5,4.9,2.3,214.75128949817497,234.05089679843468,-252.79031797369703,405.95675076850654
4.6,4.9,2.3,209.98509481272163,223.7737762464251,-248.2986963120128,394.7412894154068
4.7,4.9,2.3,205.17498769720999,213.9220266910147,-243.80299950962086,383.7959244833505
4.8,4.9,2.3,200.34403093536946,204.49054890840569,-239.28011412464178,373.1073415785261
4.9,4.9,2.3,195.51676328109397,195.47039833881774,-234.7174307793302,362.6675525357915
5,4.9,2.3,190.71642732944235,186.8493179218416,-230.11319794225727,352.4734133638683
5.1,4.9,2.3,185.96260374661165,178.61253950212756,-225.47512171165306,342.5252688058257
5.2,4.9,2.3,181.26965644975064,170.74370600905468,-220.81779770065174,332.82518124757786
5.3,4.9,2.3,176.64613541758456,163.2257839747033,-216.15963518550916,323.37517158195146
5.4,4.9,2.3,172.09505906032769,156.04186881092483,-211.5198739287967,314.1757967155293
5.5,4.9,2.3,167.61484895189403,149.17582379313762,-206.91614596459223,305.22525363142535
5.6,4.9,2.3,163.20062805517261,142.6127295932381,-202.36284755704258,296.51906803953045
5.7,4.9,2.3,158.84560669070845,136.33914913643628,-197.87040245791235,288.05031942534424
5.8,4.9,2.3,154.5423424032124,130.34323046179327,-193.4453451563313,279.8102837376426
5.9,4.9,2.3,150.28374226954543,124.61467874300502,-189.09104661258212,271.7893398531355
6,4.9,2.3,146.06375615147886,119.1446298955243,-184.80884792485654,263.97798007662095
0,5,2.3,-0.5224379253872173,796.5728355402557,-392.8698758226152,888.1865201582978
0.1,5,2.3,15.420617208057976,795.9338301080766,-393.40106119693246,887.9824617054453
0.2,5,2.3,31.227903391136806,794.1715816587523,-393.4029683739519,886.8199245562805
0.3,5,2.3,46.86411486854709,791.2126126681314,-392.9418431893014,884.6563942212526
0.4,5,2.3,62.28290296110501,787.0031397903867,-392.096148670787,881.471775976777
0.5,5,2.3,77.42714559923442,781.5153883713438,-390.9495614811216,877.2700979511034
0.6,5,2.3,92.23096242295838,774.7515918085551,-389.5836442094927,872.0791221413937
0.7,5,2.3,106.62314356787616,766.7449606117041,-388.07074281171015,865.9475912514406
0.8,5,2.3,120.53148065662171,757.5573445747707,-386.46777753824404,858.9402256407632
0.9,5,2.3,133.8873564962691,747.2738401685187,-384.81164944969635,851.1310251553282
1,5,2.3,146.62990237913198,735.9951109805852,-383.11692156975687,842.595814879308
1.1,5,2.3,158.709096023673,723.8285829368588,-381.37622633810054,833.405195959878
1.2,5,2.3,170.08735438684926,710.8798613779611,-379.5635075918449,823.6190513401759
1.3,5,2.3,180.73945104343778,697.2456521652773,-377.6397724355053,813.2834969135955
1.4,5,2.3,190.6509091094132,683.0091682053089,-375.560583736577,802.4307104375506
1.5,5,2.3,199.81532341662893,668.2385321598476,-373.2841611599915,791.0815155899917
1.6,5,2.3,208.23128336639434,652.9881456716516,-370.77876711591966,779.2500753314812
1.7,5,2.3,215.89964646261097,637.3024939583631,-368.02809824989106,766.9496771299023
1.8,5,2.3,222.82182257340082,621.2214844936211,-365.0337046569829,754.1984506394798
1.9,5,2.3,228.99947478049955,604.7862371279396,-361.81398500661203,741.0239617012946
2,5,2.3,234.43566626480595,588.04426463205,-358.3999678959001,727.4659275673702
2.1,5,2.3,239.13706130713513,571.05318083768,-354.8287559194848,713.5767060819837
2.2,5,2.3,243.11642373323343,553.8823921997243,-351.13602826921294,699.4196238499488
2.3,5,2.3,246.39445374307945,536.6125974873007,-347.3492354693716,685.0655428486936
2.4,5,2.3,249.0000467079626,519.3332709589811,-343.4829951435405,670.5882772150878
2.5,5,2.3,250.96837654442606,502.1385827265476,-339.5377126547319,656.0595556828496
2.6,5,2.3,252.33676155196292,485.1223837352218,-335.50170077205087,641.5441992976125
2.7,5,2.3,253.13894762325708,468.37294283596884,-331.3562319253052,627.0960794171596
2.8,5,2.3,253.39907316040444,451.9680807447967,-327.0822358877317,612.7552735995055
2.9,5,2.3,253.1269777528688,435.9712249610541,-322.66694573822895,598.5466846724494
3,5,2.3,252.316534869262,420.4287421636841,-318.108810280695,584.4802615862817
3.1,5,2.3,250.94998186544535,405.7280159812983,-313.167990433806,570.6709267018396
3.2,5,2.3,249.6092723224458,390.1738489891052,-308.7287925573951,556.6452089241953
3.3,5,2.3,247.76339184062977,375.1409029168317,-304.23492077535053,542.8409365521479
3.4,5,2.3,245.4429618232548,360.60712372280614,-299.6361978060843,529.208461973062
3.5,5,2.3,242.70672152012196,346.5462001178753,-294.91339635211887,515.727382281692
3.6,5,2.3,239.62759434153918,332.93042189343487,-290.07684865184876,502.4028542074989
3.7,5,2.3,236.27983573047118,319.73342565200176,-285.16048967803533,489.25875477644695
3.8,5,2.3,232.72897810586664,306.93251823188484,-280.21268008062754,476.3291866727625
3.9,5,2.3,229.02563044832368,294.51033022030447,-275.28567234112705,463.6499492127992
4,5,2.3,225.20341184195684,282.4556475514919,-270.4257054647017,451.25140633029855
4.1,5,2.3,221.2805489154514,270.76338411046936,-265.66542528338243,439.153742662268
4.2,5,2.3,217.26408615004016,259.43377498701,-261.01971601235385,427.36501831782215
4.3,5,2.3,213.15534560983178,248.47097028887276,-256.48525507700936,415.88184681500496
4.4,5,2.3,208.955267320723,237.88127742368283,-252.04335469836565,404.69205395881465
4.5,5,2.3,204.6685320225481,227.671325328766,-247.66509209204247,393.7784125852781
4.6,5,2.3,200.30582308464489,217.84640508047767,-243.3174523780994,383.1225151304388
4.7,5,2.3,195.8840987474664,208.40918410946654,-238.96923041032903,372.70801070836353
4.8,5,2.3,191.42519505019789,199.358909537278,-234.5957035069436,362.5227223441542
4.9,5,2.3,186.9533726476335,190.69112742694483,-230.18149512907968,352.5594848015619
5,5,2.3,182.49251924979228,182.39786603929838,-225.72148726267756,342.81582654524686
5.1,5,2.3,178.06364075932993,174.46817515226633,-221.22001215235366,333.29281132079205
5.2,5,2.3,173.6830758760525,166.88888601883843,-216.6888035513188,323.9934392960411
5.3,5,2.3,169.36162505406764,159.64545649145145,-212.14429523740105,314.9209961579127
5.4,5,2.3,165.10456217587307,152.7227867481722,-207.60483489923442,306.077659290829
5.5,5,2.3,160.91234006629645,146.10592379012428,-203.0882700034835,297.4635567009594
5.6,5,2.3,156.78172485715118,139.78060841030674,-198.61020166232478,289.07635659300865
5.7,5,2.3,152.70709137095423,133.73364972924867,-194.1830323375819,280.9113647980457
5.8,5,2.3,148.6816601027606,127.95313571588417,-189.8157833135121,272.96203506231865
5.9,5,2.3,144.69853002948457,122.42850231065984,-185.5145461790817,265.22075637995516
6,5,2.3,140.75143791520577,117.15048991644176,-181.28336587602223,257.6797689113371
0,5.1,2.3,-0.5210639900852365,749.8783007885045,-383.9238157491461,842.4459827196762
0.1,5.1,2.3,14.191060456113398,749.3500158563463,-384.4230781612288,842.3229401385966
0.2,5.1,2.3,28.781330846969233,747.7670812634076,-384.40669995204735,841.2802647123857
0.3,5.1,2.3,43.22020559391342,745.0635654662578,-383.9376411195051,839.2829171532582
0.4,5.1,2.3,57.46727888447536,741.1936268078659,-383.090378099781,836.3185507661642
0.5,5.1,2.3,71.47156792909288,736.1369724455569,-381.94463171374116,832.3986598490527
0.6,5.1,2.3,85.17347889821053,729.9019605445055,-380.5787216936342,827.5575852593568
0.7,5.1,2.3,98.50811208995876,722.5257601680069,-379.0630156141285,821.8491905820441
0.8,5.1,2.3,111.4094006790011,714.0714136420736,-377.45407108091536,815.3414095432663
0.9,5.1,2.3,123.81445957376894,704.6221433240548,-375.79014428961307,808.1092858068997
1,5.1,2.3,135.66748543961415,694.2737107492794,-374.0887031212993,800.2274738135761
1.1,5.1,2.3,146.9226203844421,683.12597196199,-372.34640909657764,791.7633474193917
1.2,5.1,2.3,157.5453733387834,671.2749038664301,-370.54172474820564,782.7718128552641
1.3,5.1,2.3,167.51246099808156,658.8062726795654,-368.6399036960637,773.2926406662738
1.4,5.1,2.3,176.81023632622203,645.7917996471513,-366.59970281682195,763.3506731945829
1.5,5.1,2.3,185.4321547720707,632.2882198411423,-364.3808080095265,752.9587307541957
1.6,5.1,2.3,193.3759237608666,618.3391235205497,-361.950772164055,742.1225512249886
